Starting 30 workers... Done!
Preparing workers... Done!
Distribution: t=0.0 Uniform UNR, L: 128          
Searching for loose files... Done! Running workers...                            
0%, Active workers: 18, Completed tasks: 0.
93%, Active workers: 19, Completed tasks: 450.
94%, Active workers: 19, Completed tasks: 465.
95%, Active workers: 19, Completed tasks: 469.
96%, Active workers: 19, Completed tasks: 469.
97%, Active workers: 19, Completed tasks: 469.
98%, Active workers: 12, Completed tasks: 488.
99%, Active workers: 12, Completed tasks: 488.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.95 Uniform SNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 28, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 12.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 30.
12%, Active workers: 30, Completed tasks: 42.
13%, Active workers: 30, Completed tasks: 59.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 60.
17%, Active workers: 30, Completed tasks: 72.
18%, Active workers: 30, Completed tasks: 72.
19%, Active workers: 30, Completed tasks: 73.
20%, Active workers: 30, Completed tasks: 90.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 91.
23%, Active workers: 30, Completed tasks: 102.
24%, Active workers: 30, Completed tasks: 102.
25%, Active workers: 30, Completed tasks: 102.
26%, Active workers: 30, Completed tasks: 117.
27%, Active workers: 30, Completed tasks: 120.
28%, Active workers: 30, Completed tasks: 132.
29%, Active workers: 30, Completed tasks: 132.
30%, Active workers: 30, Completed tasks: 132.
31%, Active workers: 30, Completed tasks: 132.
32%, Active workers: 30, Completed tasks: 141.
33%, Active workers: 30, Completed tasks: 151.
34%, Active workers: 30, Completed tasks: 162.
35%, Active workers: 30, Completed tasks: 162.
36%, Active workers: 30, Completed tasks: 162.
37%, Active workers: 30, Completed tasks: 162.
38%, Active workers: 30, Completed tasks: 163.
39%, Active workers: 30, Completed tasks: 192.
40%, Active workers: 30, Completed tasks: 192.
41%, Active workers: 30, Completed tasks: 192.
42%, Active workers: 30, Completed tasks: 192.
43%, Active workers: 30, Completed tasks: 192.
44%, Active workers: 30, Completed tasks: 198.
45%, Active workers: 30, Completed tasks: 216.
46%, Active workers: 30, Completed tasks: 222.
47%, Active workers: 30, Completed tasks: 222.
48%, Active workers: 30, Completed tasks: 222.
49%, Active workers: 30, Completed tasks: 222.
50%, Active workers: 30, Completed tasks: 234.
51%, Active workers: 30, Completed tasks: 235.
52%, Active workers: 30, Completed tasks: 252.
53%, Active workers: 30, Completed tasks: 252.
54%, Active workers: 30, Completed tasks: 252.
55%, Active workers: 30, Completed tasks: 259.
56%, Active workers: 30, Completed tasks: 264.
57%, Active workers: 30, Completed tasks: 264.
58%, Active workers: 30, Completed tasks: 271.
59%, Active workers: 30, Completed tasks: 282.
60%, Active workers: 30, Completed tasks: 283.
61%, Active workers: 30, Completed tasks: 294.
62%, Active workers: 30, Completed tasks: 294.
63%, Active workers: 30, Completed tasks: 294.
64%, Active workers: 30, Completed tasks: 295.
65%, Active workers: 30, Completed tasks: 313.
66%, Active workers: 30, Completed tasks: 324.
67%, Active workers: 30, Completed tasks: 324.
68%, Active workers: 30, Completed tasks: 324.
69%, Active workers: 30, Completed tasks: 324.
70%, Active workers: 30, Completed tasks: 324.
71%, Active workers: 30, Completed tasks: 340.
72%, Active workers: 30, Completed tasks: 354.
73%, Active workers: 30, Completed tasks: 354.
74%, Active workers: 30, Completed tasks: 354.
75%, Active workers: 30, Completed tasks: 354.
76%, Active workers: 30, Completed tasks: 359.
77%, Active workers: 30, Completed tasks: 367.
78%, Active workers: 30, Completed tasks: 381.
79%, Active workers: 30, Completed tasks: 384.
80%, Active workers: 30, Completed tasks: 384.
81%, Active workers: 30, Completed tasks: 384.
82%, Active workers: 30, Completed tasks: 395.
83%, Active workers: 30, Completed tasks: 397.
84%, Active workers: 30, Completed tasks: 404.
85%, Active workers: 30, Completed tasks: 414.
86%, Active workers: 30, Completed tasks: 414.
87%, Active workers: 30, Completed tasks: 414.
88%, Active workers: 26, Completed tasks: 426.
89%, Active workers: 26, Completed tasks: 427.
90%, Active workers: 26, Completed tasks: 434.
91%, Active workers: 26, Completed tasks: 444.
92%, Active workers: 20, Completed tasks: 450.
93%, Active workers: 18, Completed tasks: 452.
94%, Active workers: 18, Completed tasks: 458.
95%, Active workers: 18, Completed tasks: 470.
96%, Active workers: 18, Completed tasks: 470.
97%, Active workers: 18, Completed tasks: 471.
98%, Active workers: 12, Completed tasks: 488.
99%, Active workers: 12, Completed tasks: 488.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.925 Uniform UNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 3.
6%, Active workers: 30, Completed tasks: 12.
7%, Active workers: 30, Completed tasks: 13.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 34.
11%, Active workers: 30, Completed tasks: 42.
12%, Active workers: 30, Completed tasks: 42.
13%, Active workers: 30, Completed tasks: 42.
14%, Active workers: 30, Completed tasks: 43.
15%, Active workers: 30, Completed tasks: 72.
16%, Active workers: 30, Completed tasks: 72.
17%, Active workers: 30, Completed tasks: 72.
18%, Active workers: 30, Completed tasks: 72.
19%, Active workers: 30, Completed tasks: 72.
20%, Active workers: 30, Completed tasks: 84.
21%, Active workers: 30, Completed tasks: 87.
22%, Active workers: 30, Completed tasks: 102.
23%, Active workers: 30, Completed tasks: 102.
24%, Active workers: 30, Completed tasks: 102.
25%, Active workers: 30, Completed tasks: 106.
26%, Active workers: 30, Completed tasks: 114.
27%, Active workers: 30, Completed tasks: 114.
28%, Active workers: 30, Completed tasks: 122.
29%, Active workers: 30, Completed tasks: 132.
30%, Active workers: 30, Completed tasks: 132.
31%, Active workers: 30, Completed tasks: 144.
32%, Active workers: 30, Completed tasks: 144.
33%, Active workers: 30, Completed tasks: 144.
34%, Active workers: 30, Completed tasks: 144.
35%, Active workers: 30, Completed tasks: 162.
36%, Active workers: 30, Completed tasks: 174.
37%, Active workers: 30, Completed tasks: 174.
38%, Active workers: 30, Completed tasks: 174.
39%, Active workers: 30, Completed tasks: 174.
40%, Active workers: 30, Completed tasks: 178.
41%, Active workers: 30, Completed tasks: 187.
42%, Active workers: 30, Completed tasks: 196.
43%, Active workers: 30, Completed tasks: 204.
44%, Active workers: 30, Completed tasks: 204.
45%, Active workers: 30, Completed tasks: 208.
46%, Active workers: 30, Completed tasks: 216.
47%, Active workers: 30, Completed tasks: 216.
48%, Active workers: 30, Completed tasks: 216.
49%, Active workers: 30, Completed tasks: 227.
50%, Active workers: 30, Completed tasks: 246.
51%, Active workers: 30, Completed tasks: 246.
52%, Active workers: 30, Completed tasks: 246.
53%, Active workers: 30, Completed tasks: 246.
54%, Active workers: 30, Completed tasks: 246.
55%, Active workers: 30, Completed tasks: 260.
56%, Active workers: 30, Completed tasks: 267.
57%, Active workers: 30, Completed tasks: 276.
58%, Active workers: 30, Completed tasks: 276.
59%, Active workers: 30, Completed tasks: 276.
60%, Active workers: 30, Completed tasks: 276.
61%, Active workers: 30, Completed tasks: 289.
62%, Active workers: 30, Completed tasks: 291.
63%, Active workers: 30, Completed tasks: 305.
64%, Active workers: 30, Completed tasks: 306.
65%, Active workers: 30, Completed tasks: 306.
66%, Active workers: 30, Completed tasks: 318.
67%, Active workers: 30, Completed tasks: 318.
68%, Active workers: 30, Completed tasks: 318.
69%, Active workers: 30, Completed tasks: 322.
70%, Active workers: 30, Completed tasks: 337.
71%, Active workers: 30, Completed tasks: 348.
72%, Active workers: 30, Completed tasks: 348.
73%, Active workers: 30, Completed tasks: 348.
74%, Active workers: 30, Completed tasks: 348.
75%, Active workers: 30, Completed tasks: 351.
76%, Active workers: 30, Completed tasks: 363.
77%, Active workers: 30, Completed tasks: 378.
78%, Active workers: 30, Completed tasks: 378.
79%, Active workers: 30, Completed tasks: 378.
80%, Active workers: 29, Completed tasks: 379.
81%, Active workers: 26, Completed tasks: 390.
82%, Active workers: 26, Completed tasks: 392.
83%, Active workers: 26, Completed tasks: 402.
84%, Active workers: 26, Completed tasks: 408.
85%, Active workers: 18, Completed tasks: 416.
86%, Active workers: 18, Completed tasks: 417.
87%, Active workers: 18, Completed tasks: 427.
88%, Active workers: 18, Completed tasks: 434.
89%, Active workers: 18, Completed tasks: 434.
90%, Active workers: 18, Completed tasks: 437.
91%, Active workers: 18, Completed tasks: 451.
92%, Active workers: 18, Completed tasks: 452.
93%, Active workers: 18, Completed tasks: 452.
94%, Active workers: 18, Completed tasks: 459.
95%, Active workers: 18, Completed tasks: 470.
96%, Active workers: 18, Completed tasks: 470.
97%, Active workers: 18, Completed tasks: 471.
98%, Active workers: 12, Completed tasks: 487.
99%, Active workers: 12, Completed tasks: 488.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.925 Uniform CNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 13.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 42.
12%, Active workers: 30, Completed tasks: 43.
13%, Active workers: 30, Completed tasks: 46.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 60.
17%, Active workers: 30, Completed tasks: 72.
18%, Active workers: 30, Completed tasks: 73.
19%, Active workers: 30, Completed tasks: 73.
20%, Active workers: 30, Completed tasks: 90.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 90.
23%, Active workers: 30, Completed tasks: 102.
24%, Active workers: 30, Completed tasks: 103.
25%, Active workers: 30, Completed tasks: 103.
26%, Active workers: 30, Completed tasks: 119.
27%, Active workers: 30, Completed tasks: 120.
28%, Active workers: 30, Completed tasks: 131.
29%, Active workers: 30, Completed tasks: 132.
30%, Active workers: 30, Completed tasks: 133.
31%, Active workers: 30, Completed tasks: 133.
32%, Active workers: 30, Completed tasks: 135.
33%, Active workers: 30, Completed tasks: 150.
34%, Active workers: 30, Completed tasks: 162.
35%, Active workers: 30, Completed tasks: 162.
36%, Active workers: 30, Completed tasks: 163.
37%, Active workers: 30, Completed tasks: 163.
38%, Active workers: 30, Completed tasks: 163.
39%, Active workers: 30, Completed tasks: 191.
40%, Active workers: 30, Completed tasks: 192.
41%, Active workers: 30, Completed tasks: 192.
42%, Active workers: 30, Completed tasks: 192.
43%, Active workers: 30, Completed tasks: 193.
44%, Active workers: 30, Completed tasks: 199.
45%, Active workers: 30, Completed tasks: 214.
46%, Active workers: 30, Completed tasks: 222.
47%, Active workers: 30, Completed tasks: 222.
48%, Active workers: 30, Completed tasks: 222.
49%, Active workers: 30, Completed tasks: 223.
50%, Active workers: 30, Completed tasks: 233.
51%, Active workers: 30, Completed tasks: 240.
52%, Active workers: 30, Completed tasks: 252.
53%, Active workers: 30, Completed tasks: 252.
54%, Active workers: 30, Completed tasks: 252.
55%, Active workers: 30, Completed tasks: 253.
56%, Active workers: 30, Completed tasks: 263.
57%, Active workers: 30, Completed tasks: 266.
58%, Active workers: 30, Completed tasks: 282.
59%, Active workers: 30, Completed tasks: 282.
60%, Active workers: 30, Completed tasks: 282.
61%, Active workers: 30, Completed tasks: 284.
62%, Active workers: 30, Completed tasks: 294.
63%, Active workers: 30, Completed tasks: 295.
64%, Active workers: 30, Completed tasks: 311.
65%, Active workers: 30, Completed tasks: 312.
66%, Active workers: 30, Completed tasks: 312.
67%, Active workers: 30, Completed tasks: 315.
68%, Active workers: 30, Completed tasks: 324.
69%, Active workers: 30, Completed tasks: 325.
70%, Active workers: 30, Completed tasks: 339.
71%, Active workers: 30, Completed tasks: 342.
72%, Active workers: 30, Completed tasks: 342.
73%, Active workers: 30, Completed tasks: 352.
74%, Active workers: 30, Completed tasks: 354.
75%, Active workers: 30, Completed tasks: 355.
76%, Active workers: 30, Completed tasks: 359.
77%, Active workers: 30, Completed tasks: 372.
78%, Active workers: 30, Completed tasks: 380.
79%, Active workers: 30, Completed tasks: 383.
80%, Active workers: 30, Completed tasks: 384.
81%, Active workers: 30, Completed tasks: 384.
82%, Active workers: 30, Completed tasks: 385.
83%, Active workers: 30, Completed tasks: 406.
84%, Active workers: 30, Completed tasks: 413.
85%, Active workers: 30, Completed tasks: 413.
86%, Active workers: 30, Completed tasks: 414.
87%, Active workers: 30, Completed tasks: 414.
88%, Active workers: 30, Completed tasks: 415.
89%, Active workers: 26, Completed tasks: 431.
90%, Active workers: 26, Completed tasks: 443.
91%, Active workers: 26, Completed tasks: 443.
92%, Active workers: 26, Completed tasks: 444.
93%, Active workers: 18, Completed tasks: 452.
94%, Active workers: 18, Completed tasks: 460.
95%, Active workers: 18, Completed tasks: 469.
96%, Active workers: 18, Completed tasks: 470.
97%, Active workers: 18, Completed tasks: 470.
98%, Active workers: 13, Completed tasks: 486.
99%, Active workers: 12, Completed tasks: 488.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.925 Uniform SNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
